org_name,Year,Month,Recetpts,Disposals
Ministry of Textiles,2016,8,151,114
Ministry of Textiles,2016,9,138,98
Ministry of Textiles,2016,10,111,138
Ministry of Textiles,2016,11,98,112
Ministry of Textiles,2016,12,143,94
Ministry of Textiles,2017,1,100,108
Ministry of Textiles,2017,2,118,162
Ministry of Textiles,2017,3,176,131
Ministry of Textiles,2017,4,117,115
Ministry of Textiles,2017,5,124,151
Ministry of Textiles,2017,6,133,119
Ministry of Textiles,2017,7,128,139
Ministry of Textiles,2017,8,156,159
Ministry of Textiles,2017,9,119,55
Ministry of Textiles,2017,10,101,216
Ministry of Textiles,2017,11,159,116
Ministry of Textiles,2017,12,128,149
Ministry of Textiles,2018,1,126,167
Ministry of Textiles,2018,2,80,80
Ministry of Textiles,2018,3,95,71
Ministry of Textiles,2018,4,99,116
Ministry of Textiles,2018,5,170,179
Ministry of Textiles,2018,6,147,145
Ministry of Textiles,2018,7,187,116
Ministry of Textiles,2018,8,149,184
Ministry of Textiles,2018,9,128,146
Ministry of Textiles,2018,10,125,105
Ministry of Textiles,2018,11,106,104
Ministry of Textiles,2018,12,112,114
Ministry of Textiles,2019,1,94,112
Ministry of Textiles,2019,2,90,83
Ministry of Textiles,2019,3,173,85
Ministry of Textiles,2019,4,70,147
Ministry of Textiles,2019,5,83,97
Ministry of Textiles,2019,6,93,78
Ministry of Textiles,2019,7,147,138
Ministry of Textiles,2019,8,111,87
Ministry of Textiles,2019,9,113,110
Ministry of Textiles,2019,10,119,101
Ministry of Tourism,2016,1,165,3
Ministry of Tourism,2016,2,87,50
Ministry of Tourism,2016,3,84,66
Ministry of Tourism,2016,4,102,106
Ministry of Tourism,2016,5,96,122
Ministry of Tourism,2016,6,130,10
Ministry of Tourism,2016,7,92,75
Ministry of Tourism,2016,8,146,78
Ministry of Tourism,2016,9,130,111
Ministry of Tourism,2016,10,98,122
Ministry of Tourism,2016,11,83,73
Ministry of Tourism,2016,12,125,128
Ministry of Tourism,2017,1,99,267
Ministry of Tourism,2017,2,105,194
Ministry of Tourism,2017,3,102,73
Ministry of Tourism,2017,4,105,94
Ministry of Tourism,2017,5,118,117
Ministry of Tourism,2017,6,122,146
Ministry of Tourism,2017,7,80,217
Ministry of Tourism,2017,8,94,4
Ministry of Tourism,2017,9,91,125
Ministry of Tourism,2017,10,112,87
Ministry of Tourism,2017,11,90,94
Ministry of Tourism,2017,12,84,49
Ministry of Tourism,2018,1,66,145
Ministry of Tourism,2018,2,46,96
Ministry of Tourism,2018,3,63,46
Ministry of Tourism,2018,4,82,70
Ministry of Tourism,2018,5,154,128
Ministry of Tourism,2018,6,81,106
Ministry of Tourism,2018,7,91,98
Ministry of Tourism,2018,8,79,77
Ministry of Tourism,2018,9,76,33
Ministry of Tourism,2018,10,116,119
Ministry of Tourism,2018,11,81,82
Ministry of Tourism,2018,12,92,144
Ministry of Tourism,2019,1,115,100
Ministry of Tourism,2019,2,80,88
Ministry of Tourism,2019,3,92,87
Ministry of Tourism,2019,4,85,89
Ministry of Tourism,2019,5,88,92
Ministry of Tourism,2019,6,167,156
Ministry of Tourism,2019,7,116,119
Ministry of Tourism,2019,8,104,99
Ministry of Tourism,2019,9,156,148
Ministry of Tourism,2019,10,131,147
Ministry of Tourism,2019,11,4,4
Ministry of Tribal Affairs,2016,1,47,14
Ministry of Tribal Affairs,2016,2,68,34
Ministry of Tribal Affairs,2016,3,79,75
Ministry of Tribal Affairs,2016,4,72,79
Ministry of Tribal Affairs,2016,5,53,71
Ministry of Tribal Affairs,2016,6,62,19
Ministry of Tribal Affairs,2016,7,49,21
Ministry of Tribal Affairs,2016,8,95,145
Ministry of Tribal Affairs,2016,9,79,60
Ministry of Tribal Affairs,2016,10,85,63
Ministry of Tribal Affairs,2016,11,52,66
Ministry of Tribal Affairs,2016,12,100,121
Ministry of Tribal Affairs,2017,1,99,139
Ministry of Tribal Affairs,2017,2,50,39
Ministry of Tribal Affairs,2017,3,118,99
Ministry of Tribal Affairs,2017,4,75,78
Ministry of Tribal Affairs,2017,5,95,61
Ministry of Tribal Affairs,2017,6,76,105
Ministry of Tribal Affairs,2017,7,100,99
Ministry of Tribal Affairs,2017,8,96,24
Ministry of Tribal Affairs,2017,9,63,45
Ministry of Tribal Affairs,2017,10,62,20
Ministry of Tribal Affairs,2017,11,101,24
Ministry of Tribal Affairs,2017,12,78,20
Ministry of Tribal Affairs,2018,1,60,33
Ministry of Tribal Affairs,2018,2,49,10
Ministry of Tribal Affairs,2018,3,62,17
Ministry of Tribal Affairs,2018,4,64,28
Ministry of Tribal Affairs,2018,5,113,118
Ministry of Tribal Affairs,2018,6,30,76
Ministry of Tribal Affairs,2018,7,51,54
Ministry of Tribal Affairs,2018,8,65,54
Ministry of Tribal Affairs,2018,9,73,13
Ministry of Tribal Affairs,2018,10,55,503
Ministry of Tribal Affairs,2018,11,54,70
Ministry of Tribal Affairs,2018,12,148,86
Ministry of Tribal Affairs,2019,1,144,99
Ministry of Tribal Affairs,2019,2,130,194
Ministry of Tribal Affairs,2019,3,116,112
Ministry of Tribal Affairs,2019,4,70,90
Ministry of Tribal Affairs,2019,5,60,43
Ministry of Tribal Affairs,2019,6,123,94
Ministry of Tribal Affairs,2019,7,138,72
Ministry of Tribal Affairs,2019,8,98,233
Ministry of Tribal Affairs,2019,9,140,56
Ministry of Tribal Affairs,2019,10,73,56
Ministry of Tribal Affairs,2019,11,4,1
"Ministry of Water Resources, River Development & Ganga Rejuv",2016,1,178,31
"Ministry of Water Resources, River Development & Ganga Rejuv",2016,2,211,45
"Ministry of Water Resources, River Development & Ganga Rejuv",2016,3,281,107
"Ministry of Water Resources, River Development & Ganga Rejuv",2016,4,572,211
"Ministry of Water Resources, River Development & Ganga Rejuv",2016,5,391,250
"Ministry of Water Resources, River Development & Ganga Rejuv",2016,6,372,193
"Ministry of Water Resources, River Development & Ganga Rejuv",2016,7,267,225
"Ministry of Water Resources, River Development & Ganga Rejuv",2016,8,434,302
"Ministry of Water Resources, River Development & Ganga Rejuv",2016,9,1202,570
"Ministry of Water Resources, River Development & Ganga Rejuv",2016,10,350,423
"Ministry of Water Resources, River Development & Ganga Rejuv",2016,11,199,455
"Ministry of Water Resources, River Development & Ganga Rejuv",2016,12,238,1023
"Ministry of Water Resources, River Development & Ganga Rejuv",2017,1,213,66
"Ministry of Water Resources, River Development & Ganga Rejuv",2017,2,203,359
"Ministry of Water Resources, River Development & Ganga Rejuv",2017,3,346,534
"Ministry of Water Resources, River Development & Ganga Rejuv",2017,4,250,232
"Ministry of Water Resources, River Development & Ganga Rejuv",2017,5,291,332
"Ministry of Water Resources, River Development & Ganga Rejuv",2017,6,255,90
"Ministry of Water Resources, River Development & Ganga Rejuv",2017,7,353,423
"Ministry of Water Resources, River Development & Ganga Rejuv",2017,8,439,570
"Ministry of Water Resources, River Development & Ganga Rejuv",2017,9,367,288
"Ministry of Water Resources, River Development & Ganga Rejuv",2017,10,217,545
"Ministry of Water Resources, River Development & Ganga Rejuv",2017,11,341,411
"Ministry of Water Resources, River Development & Ganga Rejuv",2017,12,273,124
"Ministry of Water Resources, River Development & Ganga Rejuv",2018,1,220,471
"Ministry of Water Resources, River Development & Ganga Rejuv",2018,2,197,186
"Ministry of Water Resources, River Development & Ganga Rejuv",2018,3,201,212
"Ministry of Water Resources, River Development & Ganga Rejuv",2018,4,328,201
"Ministry of Water Resources, River Development & Ganga Rejuv",2018,5,394,383
"Ministry of Water Resources, River Development & Ganga Rejuv",2018,6,330,308
"Ministry of Water Resources, River Development & Ganga Rejuv",2018,7,368,237
"Ministry of Water Resources, River Development & Ganga Rejuv",2018,8,447,572
"Ministry of Water Resources, River Development & Ganga Rejuv",2018,9,321,315
"Ministry of Water Resources, River Development & Ganga Rejuv",2018,10,462,342
"Ministry of Water Resources, River Development & Ganga Rejuv",2018,11,289,417
"Ministry of Water Resources, River Development & Ganga Rejuv",2018,12,293,233
"Ministry of Water Resources, River Development & Ganga Rejuv",2019,1,276,330
"Ministry of Water Resources, River Development & Ganga Rejuv",2019,2,273,309
"Ministry of Water Resources, River Development & Ganga Rejuv",2019,3,190,233
"Ministry of Water Resources, River Development & Ganga Rejuv",2019,4,165,86
"Ministry of Water Resources, River Development & Ganga Rejuv",2019,5,241,194
"Ministry of Water Resources, River Development & Ganga Rejuv",2019,6,384,363
"Ministry of Water Resources, River Development & Ganga Rejuv",2019,7,630,446
"Ministry of Water Resources, River Development & Ganga Rejuv",2019,8,457,342
"Ministry of Water Resources, River Development & Ganga Rejuv",2019,9,360,413
"Ministry of Water Resources, River Development & Ganga Rejuv",2019,10,294,188
"Ministry of Water Resources, River Development & Ganga Rejuv",2019,11,9,1
Ministry of Women and Child Development,2016,1,267,208
Ministry of Women and Child Development,2016,2,338,274
Ministry of Women and Child Development,2016,3,409,333
Ministry of Women and Child Development,2016,4,313,302
Ministry of Women and Child Development,2016,5,317,229
Ministry of Women and Child Development,2016,6,406,359
Ministry of Women and Child Development,2016,7,383,522
Ministry of Women and Child Development,2016,8,384,385
Ministry of Women and Child Development,2016,9,353,326
Ministry of Women and Child Development,2016,10,279,245
Ministry of Women and Child Development,2016,11,286,160
Ministry of Women and Child Development,2016,12,407,157
Ministry of Women and Child Development,2017,1,467,538
Ministry of Women and Child Development,2017,2,372,450
Ministry of Women and Child Development,2017,3,439,168
Ministry of Women and Child Development,2017,4,392,737
Ministry of Women and Child Development,2017,5,361,533
Ministry of Women and Child Development,2017,6,317,249
Ministry of Women and Child Development,2017,7,490,578
Ministry of Women and Child Development,2017,8,287,253
Ministry of Women and Child Development,2017,9,313,237
Ministry of Women and Child Development,2017,10,240,120
Ministry of Women and Child Development,2017,11,328,410
Ministry of Women and Child Development,2017,12,282,275
Ministry of Women and Child Development,2018,1,221,173
Ministry of Women and Child Development,2018,2,207,371
Ministry of Women and Child Development,2018,3,257,283
Ministry of Women and Child Development,2018,4,330,195
Ministry of Women and Child Development,2018,5,421,481
Ministry of Women and Child Development,2018,6,253,337
Ministry of Women and Child Development,2018,7,422,349
Ministry of Women and Child Development,2018,8,360,197
Ministry of Women and Child Development,2018,9,357,675
Ministry of Women and Child Development,2018,10,348,352
Ministry of Women and Child Development,2018,11,318,339
Ministry of Women and Child Development,2018,12,298,303
Ministry of Women and Child Development,2019,1,370,346
Ministry of Women and Child Development,2019,2,283,352
Ministry of Women and Child Development,2019,3,314,303
Ministry of Women and Child Development,2019,4,212,198
Ministry of Women and Child Development,2019,5,266,247
Ministry of Women and Child Development,2019,6,455,448
Ministry of Women and Child Development,2019,7,581,529
Ministry of Women and Child Development,2019,8,550,561
Ministry of Women and Child Development,2019,9,641,616
Ministry of Women and Child Development,2019,10,511,533
Ministry of Women and Child Development,2019,11,14,21
National Commission for Scheduled Caste,2018,9,1,1
National Human Rights Commission,2016,12,3,27
National Human Rights Commission,2017,1,2,2
NITI Aayog,2016,1,47,1
NITI Aayog,2016,2,83,2
NITI Aayog,2016,5,73,13
NITI Aayog,2016,6,75,35
NITI Aayog,2016,7,78,13
NITI Aayog,2016,9,124,8
NITI Aayog,2016,12,174,1
NITI Aayog,2017,1,196,8
NITI Aayog,2017,2,157,10
NITI Aayog,2017,3,219,12
NITI Aayog,2017,4,191,2
NITI Aayog,2017,5,209,9
NITI Aayog,2017,6,218,37
NITI Aayog,2017,7,267,168
NITI Aayog,2017,8,145,33
NITI Aayog,2017,9,110,173
NITI Aayog,2017,10,131,101
NITI Aayog,2017,11,109,260
NITI Aayog,2017,12,98,245
NITI Aayog,2018,1,76,2246
NITI Aayog,2018,2,64,93
NITI Aayog,2018,3,97,87
NITI Aayog,2018,4,127,106
NITI Aayog,2018,5,124,146
NITI Aayog,2018,6,55,54
NITI Aayog,2018,7,64,57
NITI Aayog,2018,8,123,116
NITI Aayog,2018,9,66,80
NITI Aayog,2018,10,87,97
NITI Aayog,2018,11,91,81
NITI Aayog,2018,12,145,155
NITI Aayog,2019,1,103,108
NITI Aayog,2019,2,99,112
NITI Aayog,2019,3,91,79
NITI Aayog,2019,4,57,51
NITI Aayog,2019,5,42,47
NITI Aayog,2019,6,151,118
NITI Aayog,2019,7,142,129
NITI Aayog,2019,8,141,132
NITI Aayog,2019,9,194,240
NITI Aayog,2019,10,137,153
O/o the Comptroller & Auditor General of India,2016,1,49,16
O/o the Comptroller & Auditor General of India,2016,2,69,36
O/o the Comptroller & Auditor General of India,2016,3,79,63
O/o the Comptroller & Auditor General of India,2016,4,78,67
O/o the Comptroller & Auditor General of India,2016,5,77,82
O/o the Comptroller & Auditor General of India,2016,6,89,80
O/o the Comptroller & Auditor General of India,2016,7,73,55
O/o the Comptroller & Auditor General of India,2016,8,98,102
O/o the Comptroller & Auditor General of India,2016,9,97,115
O/o the Comptroller & Auditor General of India,2016,10,72,58
O/o the Comptroller & Auditor General of India,2016,11,68,85
O/o the Comptroller & Auditor General of India,2016,12,80,75
O/o the Comptroller & Auditor General of India,2017,1,82,111
O/o the Comptroller & Auditor General of India,2017,2,82,81
O/o the Comptroller & Auditor General of India,2017,3,66,89
O/o the Comptroller & Auditor General of India,2017,4,96,51
O/o the Comptroller & Auditor General of India,2017,5,128,97
O/o the Comptroller & Auditor General of India,2017,6,105,92
O/o the Comptroller & Auditor General of India,2017,7,116,92
O/o the Comptroller & Auditor General of India,2017,8,90,81
O/o the Comptroller & Auditor General of India,2017,9,150,169
O/o the Comptroller & Auditor General of India,2017,10,113,59
O/o the Comptroller & Auditor General of India,2017,11,177,241
O/o the Comptroller & Auditor General of India,2017,12,158,146
O/o the Comptroller & Auditor General of India,2018,1,448,156
O/o the Comptroller & Auditor General of India,2018,2,153,451
O/o the Comptroller & Auditor General of India,2018,3,299,245
O/o the Comptroller & Auditor General of India,2018,4,452,499
O/o the Comptroller & Auditor General of India,2018,5,293,282
O/o the Comptroller & Auditor General of India,2018,6,140,135
O/o the Comptroller & Auditor General of India,2018,7,188,247
O/o the Comptroller & Auditor General of India,2018,8,327,151
O/o the Comptroller & Auditor General of India,2018,9,420,532
O/o the Comptroller & Auditor General of India,2018,10,417,421
O/o the Comptroller & Auditor General of India,2018,11,1150,1053
O/o the Comptroller & Auditor General of India,2018,12,416,538
O/o the Comptroller & Auditor General of India,2019,1,695,706
O/o the Comptroller & Auditor General of India,2019,2,860,825
O/o the Comptroller & Auditor General of India,2019,3,345,358
O/o the Comptroller & Auditor General of India,2019,4,323,364
O/o the Comptroller & Auditor General of India,2019,5,325,312
O/o the Comptroller & Auditor General of India,2019,6,263,262
O/o the Comptroller & Auditor General of India,2019,7,692,674
O/o the Comptroller & Auditor General of India,2019,8,629,624
O/o the Comptroller & Auditor General of India,2019,9,580,526
O/o the Comptroller & Auditor General of India,2019,10,758,747
O/o the Comptroller & Auditor General of India,2019,11,3,4
Securities and Exchange Board of India,2016,1,105,27
Securities and Exchange Board of India,2016,2,172,49
Securities and Exchange Board of India,2016,3,156,96
Securities and Exchange Board of India,2016,4,298,155
Securities and Exchange Board of India,2016,5,210,352
Securities and Exchange Board of India,2016,6,240,293
Securities and Exchange Board of India,2016,7,245,211
Securities and Exchange Board of India,2016,8,284,254
Securities and Exchange Board of India,2016,9,215,280
